State,LGA,Payment,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
Western Australia,City of Wanneroo,Total Early Payment,"$3,446,111","$3,599,745","$3,951,608","$3,848,292","$4,183,902","$6,088,751","$9,522,118"
Western Australia,City of Wanneroo,Total Financial Assistance Grant (inc Early Payment),"$6,684,086","$7,197,812","$7,375,024","$7,500,733","$7,895,256","$8,927,452","$9,948,668"
Western Australia,Shire of Ashburton,Total Early Payment,"$2,350,280","$2,239,337","$1,812,327","$2,153,923","$1,842,067","$2,963,293","$3,664,115"
Western Australia,Shire of Ashburton,Total Financial Assistance Grant (inc Early Payment),"$4,194,186","$3,917,274","$3,784,627","$3,789,397","$3,666,175","$3,467,956","$3,808,996"
Western Australia,Shire of Augusta Margaret River,Total Early Payment,"$677,329","$694,516","$745,739","$742,349","$788,480","$1,420,096","$1,904,291"
Western Australia,Shire of Augusta Margaret River,Total Financial Assistance Grant (inc Early Payment),"$1,359,854","$1,338,049","$1,746,433","$1,814,996","$1,626,146","$1,784,801","$1,995,090"
Western Australia,Shire of Beverley,Total Early Payment,"$679,266","$680,930","$678,892","$680,470","$700,832","$1,008,421","$1,429,193"
Western Australia,Shire of Beverley,Total Financial Assistance Grant (inc Early Payment),"$1,360,417","$1,438,511","$1,287,877","$1,297,273","$1,461,510","$1,346,984","$1,494,700"
Western Australia,Shire of Boddington,Total Early Payment,"$186,106","$178,670","$161,824","$168,694","$166,640","$248,372","$342,818"
Western Australia,Shire of Boddington,Total Financial Assistance Grant (inc Early Payment),"$514,915","$417,470","$304,994","$307,407","$712,690","$322,214","$359,587"
Western Australia,Shire of Boyup Brook,Total Early Payment,"$609,312","$641,600","$832,330","$740,392","$865,569","$1,206,369","$3,169,021"
Western Australia,Shire of Boyup Brook,Total Financial Assistance Grant (inc Early Payment),"$1,184,157","$1,511,705","$2,119,768","$1,749,705","$1,590,330","$1,724,978","$3,252,683"
Western Australia,Shire of Bridgetown Greenbushes,Total Early Payment,"$987,131","$981,791","$978,654","$955,277","$1,017,877","$1,412,481","$2,011,965"
Western Australia,Shire of Bridgetown Greenbushes,Total Financial Assistance Grant (inc Early Payment),"$2,114,273","$1,882,396","$2,504,071","$1,852,416","$2,117,115","$1,897,953","$2,103,507"
Western Australia,Shire of Brookton,Total Early Payment,"$495,866","$504,598","$525,335","$561,365","$542,161","$979,740","$1,372,728"
Western Australia,Shire of Brookton,Total Financial Assistance Grant (inc Early Payment),"$941,140","$1,039,116","$1,031,621","$1,040,327","$1,145,813","$1,287,399","$1,433,759"
Western Australia,Shire of Broome,Total Early Payment,"$1,485,897","$1,438,384","$1,507,238","$1,382,467","$1,576,148","$1,537,480","$2,643,234"
Western Australia,Shire of Broome,Total Financial Assistance Grant (inc Early Payment),"$2,768,451","$2,865,163","$2,786,322","$2,774,697","$2,544,815","$2,496,613","$2,781,315"
Western Australia,Shire of Broomehill-Tambellup,Total Early Payment,"$938,541","$945,279","$944,372","$954,802","$972,768","$1,428,208","$2,034,567"
Western Australia,Shire of Broomehill-Tambellup,Total Financial Assistance Grant (inc Early Payment),"$2,364,979","$1,814,760","$1,800,262","$2,293,291","$1,841,950","$1,915,980","$2,126,383"
Western Australia,Shire of Bruce Rock,Total Early Payment,"$1,193,856","$1,214,661","$1,260,574","$1,379,485","$1,284,927","$2,060,976","$3,072,193"
Western Australia,Shire of Bruce Rock,Total Financial Assistance Grant (inc Early Payment),"$2,269,119","$2,511,974","$2,551,787","$2,646,937","$2,686,659","$2,943,192","$3,202,449"
Western Australia,Shire of Capel,Total Early Payment,"$835,537","$865,299","$905,744","$973,692","$966,415","$1,882,028","$2,600,902"
Western Australia,Shire of Capel,Total Financial Assistance Grant (inc Early Payment),"$1,612,042","$1,698,037","$1,781,344","$1,998,889","$2,400,634","$2,437,294","$2,716,406"
Western Australia,Shire of Carnamah,Total Early Payment,"$656,419","$659,056","$675,023","$718,403","$697,375","$1,311,346","$1,793,688"
Western Australia,Shire of Carnamah,Total Financial Assistance Grant (inc Early Payment),"$1,316,473","$1,285,167","$1,420,429","$1,338,021","$1,500,016","$1,682,309","$1,869,878"
Western Australia,Shire of Carnarvon,Total Early Payment,"$2,560,095","$2,584,826","$2,567,995","$2,601,139","$2,640,200","$3,945,473","$6,029,964"
Western Australia,Shire of Carnarvon,Total Financial Assistance Grant (inc Early Payment),"$4,847,323","$4,987,018","$4,936,729","$4,969,939","$5,078,727","$5,660,887","$6,292,688"
Western Australia,Shire of Chapman Valley,Total Early Payment,"$447,782","$463,720","$484,277","$563,372","$521,769","$963,449","$1,296,195"
Western Australia,Shire of Chapman Valley,Total Financial Assistance Grant (inc Early Payment),"$852,894","$893,971","$977,420","$1,007,890","$1,101,912","$1,375,586","$1,355,470"
Western Australia,Shire of Chittering,Total Early Payment,"$615,988","$633,126","$680,103","$705,259","$711,564","$1,248,498","$1,818,467"
Western Australia,Shire of Chittering,Total Financial Assistance Grant (inc Early Payment),"$1,180,085","$1,257,432","$1,505,617","$1,892,018","$1,483,778","$1,889,502","$1,899,964"
Western Australia,Shire of Collie,Total Early Payment,"$873,994","$869,747","$864,997","$859,843","$922,308","$1,336,112","$2,094,895"
Western Australia,Shire of Collie,Total Financial Assistance Grant (inc Early Payment),"$1,738,106","$2,257,272","$1,739,840","$1,981,916","$1,748,261","$1,964,776","$2,188,017"
Western Australia,Shire of Coolgardie,Total Early Payment,"$550,876","$551,937","$553,021","$569,294","$569,755","$923,536","$1,337,687"
Western Australia,Shire of Coolgardie,Total Financial Assistance Grant (inc Early Payment),"$1,020,121","$1,049,587","$1,052,541","$1,060,378","$1,125,347","$1,254,063","$1,399,229"
Western Australia,Shire of Coorow,Total Early Payment,"$726,381","$741,342","$778,476","$970,859","$837,025","$1,885,659","$2,415,953"
Western Australia,Shire of Coorow,Total Financial Assistance Grant (inc Early Payment),"$1,379,959","$1,455,829","$1,658,353","$1,708,860","$2,036,114","$2,265,939","$2,523,711"
Western Australia,Shire of Corrigin,Total Early Payment,"$915,267","$931,278","$968,082","$1,028,266","$996,250","$1,667,172","$2,355,951"
Western Australia,Shire of Corrigin,Total Financial Assistance Grant (inc Early Payment),"$1,733,816","$1,820,056","$1,891,307","$1,904,585","$2,018,151","$2,212,114","$2,462,499"
Western Australia,Shire of Cranbrook,Total Early Payment,"$684,833","$706,849","$738,710","$823,626","$755,706","$1,441,940","$1,941,662"
Western Australia,Shire of Cranbrook,Total Financial Assistance Grant (inc Early Payment),"$1,309,383","$1,903,996","$1,738,706","$1,479,172","$1,633,933","$1,820,839","$2,029,699"
Western Australia,Shire of Cuballing,Total Early Payment,"$466,848","$469,457","$470,214","$471,286","$487,288","$703,766","$1,040,456"
Western Australia,Shire of Cuballing,Total Financial Assistance Grant (inc Early Payment),"$874,543","$901,063","$891,683","$899,730","$914,845","$978,130","$1,087,511"
Western Australia,Shire of Cue,Total Early Payment,"$896,336","$915,679","$1,009,662","$996,712","$1,086,770","$1,587,167","$2,497,516"
Western Australia,Shire of Cue,Total Financial Assistance Grant (inc Early Payment),"$1,720,094","$1,857,643","$1,925,806","$1,963,701","$2,080,714","$2,342,828","$2,606,979"
Western Australia,Shire of Cunderdin,Total Early Payment,"$728,585","$730,598","$739,977","$726,120","$767,257","$1,174,054","$1,775,944"
Western Australia,Shire of Cunderdin,Total Financial Assistance Grant (inc Early Payment),"$1,361,171","$1,409,454","$1,390,186","$1,400,329","$1,485,677","$1,665,316","$1,856,412"
Western Australia,Shire of Dalwallinu,Total Early Payment,"$1,358,405","$1,386,996","$1,449,872","$1,549,761","$1,496,411","$2,687,145","$3,746,171"
Western Australia,Shire of Dalwallinu,Total Financial Assistance Grant (inc Early Payment),"$2,575,932","$2,708,733","$2,830,900","$2,856,181","$3,138,059","$3,512,751","$3,915,012"
Western Australia,Shire of Dandaragan,Total Early Payment,"$851,605","$853,824","$856,960","$1,037,304","$839,207","$1,764,990","$2,263,838"
Western Australia,Shire of Dandaragan,Total Financial Assistance Grant (inc Early Payment),"$1,573,394","$1,618,939","$2,139,456","$1,757,776","$1,879,397","$2,119,994","$2,343,733"
Western Australia,Shire of Dardanup,Total Early Payment,"$722,710","$727,002","$725,108","$796,356","$776,085","$1,172,750","$1,854,065"
Western Australia,Shire of Dardanup,Total Financial Assistance Grant (inc Early Payment),"$2,135,193","$1,393,985","$1,442,976","$2,003,533","$2,140,651","$1,570,295","$1,927,852"
Western Australia,Shire of Denmark,Total Early Payment,"$564,986","$563,854","$570,460","$562,576","$591,799","$834,718","$1,198,049"
Western Australia,Shire of Denmark,Total Financial Assistance Grant (inc Early Payment),"$1,044,450","$1,379,977","$1,546,872","$1,695,110","$1,093,812","$1,128,093","$1,254,053"
Western Australia,Shire of Derby-West Kimberley,Total Early Payment,"$2,702,407","$2,705,127","$2,890,667","$2,678,287","$3,048,935","$4,402,913","$7,340,336"
Western Australia,Shire of Derby-West Kimberley,Total Financial Assistance Grant (inc Early Payment),"$5,361,156","$5,732,514","$5,664,937","$5,751,834","$6,098,646","$6,853,710","$7,648,341"
Western Australia,Shire of Donnybrook-Balingup,Total Early Payment,"$992,763","$1,005,029","$1,047,559","$1,066,709","$1,084,258","$1,571,428","$2,837,021"
Western Australia,Shire of Donnybrook-Balingup,Total Financial Assistance Grant (inc Early Payment),"$1,941,752","$2,842,079","$2,010,723","$2,463,702","$2,135,693","$2,143,846","$2,940,273"
Western Australia,Shire of Dowerin,Total Early Payment,"$723,087","$734,182","$760,860","$806,061","$785,535","$1,212,429","$1,736,339"
Western Australia,Shire of Dowerin,Total Financial Assistance Grant (inc Early Payment),"$1,366,384","$1,431,982","$1,482,947","$1,496,123","$1,524,087","$1,632,214","$1,814,890"
Western Australia,Shire of Dumbleyung,Total Early Payment,"$797,930","$817,533","$885,714","$895,956","$933,937","$1,430,337","$2,109,075"
Western Australia,Shire of Dumbleyung,Total Financial Assistance Grant (inc Early Payment),"$1,523,180","$1,628,816","$1,691,938","$1,713,623","$1,813,181","$1,980,613","$2,204,135"
Western Australia,Shire of Dundas,Total Early Payment,"$778,075","$767,839","$787,984","$729,516","$823,064","$1,050,422","$1,766,218"
Western Australia,Shire of Dundas,Total Financial Assistance Grant (inc Early Payment),"$1,439,764","$1,502,508","$1,453,638","$1,464,302","$1,473,419","$1,656,646","$1,845,204"
Western Australia,Shire of East Pilbara,Total Early Payment,"$2,376,780","$2,214,248","$2,225,640","$2,218,239","$2,291,339","$3,444,104","$6,583,757"
Western Australia,Shire of East Pilbara,Total Financial Assistance Grant (inc Early Payment),"$4,719,226","$4,876,246","$4,875,964","$4,903,374","$5,165,005","$6,101,111","$6,839,467"
Western Australia,Shire of Esperance,Total Early Payment,"$2,602,008","$2,660,528","$2,762,203","$2,997,491","$3,048,177","$5,549,044","$7,607,752"
Western Australia,Shire of Esperance,Total Financial Assistance Grant (inc Early Payment),"$4,896,960","$5,121,158","$5,377,566","$5,597,609","$6,398,547","$7,131,801","$7,950,670"
Western Australia,Shire of Exmouth,Total Early Payment,"$993,202","$982,735","$975,073","$932,084","$1,011,526","$1,349,140","$2,027,715"
Western Australia,Shire of Exmouth,Total Financial Assistance Grant (inc Early Payment),"$1,846,549","$1,899,869","$1,830,069","$1,843,968","$1,850,006","$1,911,879","$2,118,026"
Western Australia,Shire of Gingin,Total Early Payment,"$913,393","$920,045","$922,376","$956,414","$945,367","$1,550,978","$2,220,388"
Western Australia,Shire of Gingin,Total Financial Assistance Grant (inc Early Payment),"$1,700,869","$1,750,078","$1,758,548","$1,771,715","$1,874,948","$2,431,727","$2,322,173"
Western Australia,Shire of Gnowangerup,Total Early Payment,"$680,269","$697,647","$725,797","$813,516","$752,332","$1,471,741","$1,949,040"
Western Australia,Shire of Gnowangerup,Total Financial Assistance Grant (inc Early Payment),"$1,292,811","$1,355,714","$1,443,915","$1,468,153","$1,646,193","$1,828,131","$2,035,912"
Western Australia,Shire of Goomalling,Total Early Payment,"$381,535","$388,444","$405,464","$438,454","$433,973","$744,056","$1,045,153"
Western Australia,Shire of Goomalling,Total Financial Assistance Grant (inc Early Payment),"$718,104","$753,810","$792,423","$813,900","$1,037,149","$1,224,314","$1,092,904"
Western Australia,Shire of Halls Creek,Total Early Payment,"$2,210,562","$2,203,249","$2,188,286","$2,190,638","$2,276,208","$3,169,358","$5,060,977"
Western Australia,Shire of Halls Creek,Total Financial Assistance Grant (inc Early Payment),"$4,384,724","$4,613,804","$4,466,671","$4,593,939","$4,537,671","$4,950,460","$5,273,221"
Western Australia,Shire of Harvey,Total Early Payment,"$1,360,592","$1,391,581","$1,450,397","$1,572,526","$1,559,903","$2,938,858","$4,036,626"
Western Australia,Shire of Harvey,Total Financial Assistance Grant (inc Early Payment),"$3,272,423","$2,887,915","$2,864,870","$3,255,250","$3,375,742","$4,044,416","$4,216,870"
Western Australia,Shire of Irwin,Total Early Payment,"$285,390","$275,411","$278,898","$301,398","$296,597","$650,718","$812,512"
Western Australia,Shire of Irwin,Total Financial Assistance Grant (inc Early Payment),"$503,242","$520,086","$538,039","$551,360","$690,224","$761,997","$850,337"
Western Australia,Shire of Jerramungup,Total Early Payment,"$646,770","$669,435","$698,540","$720,283","$749,669","$1,169,701","$1,728,093"
Western Australia,Shire of Jerramungup,Total Financial Assistance Grant (inc Early Payment),"$1,238,350","$1,299,513","$1,335,300","$1,365,672","$1,459,641","$1,620,495","$1,807,558"
Western Australia,Shire of Katanning,Total Early Payment,"$1,032,229","$1,032,382","$1,025,370","$1,088,577","$1,053,960","$1,783,621","$2,605,015"
Western Australia,Shire of Katanning,Total Financial Assistance Grant (inc Early Payment),"$1,937,291","$1,992,493","$2,080,624","$2,034,803","$2,163,218","$2,443,338","$2,720,003"
Western Australia,Shire of Kellerberrin,Total Early Payment,"$984,381","$996,261","$1,034,408","$1,097,877","$1,067,522","$1,791,856","$2,578,377"
Western Australia,Shire of Kellerberrin,Total Financial Assistance Grant (inc Early Payment),"$1,864,339","$1,958,664","$2,032,844","$2,049,514","$2,176,949","$2,420,045","$2,692,665"
Western Australia,Shire of Kent,Total Early Payment,"$683,642","$724,913","$983,761","$917,218","$1,025,500","$1,610,475","$2,382,220"
Western Australia,Shire of Kent,Total Financial Assistance Grant (inc Early Payment),"$1,339,002","$1,625,219","$1,796,664","$1,816,197","$2,007,069","$2,234,447","$2,490,152"
Western Australia,Shire of Kojonup,Total Early Payment,"$750,906","$770,331","$802,502","$832,170","$832,154","$1,252,901","$2,184,474"
Western Australia,Shire of Kojonup,Total Financial Assistance Grant (inc Early Payment),"$1,427,532","$1,497,668","$1,539,993","$1,554,157","$1,587,831","$1,658,501","$2,265,748"
Western Australia,Shire of Kondinin,Total Early Payment,"$903,619","$954,671","$1,151,326","$1,149,917","$1,191,486","$1,986,180","$2,857,687"
Western Australia,Shire of Kondinin,Total Financial Assistance Grant (inc Early Payment),"$1,773,245","$2,013,177","$2,181,202","$2,199,275","$2,410,535","$2,681,149","$2,986,555"
Western Australia,Shire of Koorda,Total Early Payment,"$956,268","$962,993","$987,351","$1,027,527","$1,020,030","$1,580,306","$2,318,459"
Western Australia,Shire of Koorda,Total Financial Assistance Grant (inc Early Payment),"$1,796,794","$1,874,611","$1,913,386","$1,929,804","$1,988,272","$2,177,179","$2,422,216"
Western Australia,Shire of Kulin,Total Early Payment,"$907,285","$950,461","$1,147,477","$1,095,814","$1,239,068","$1,821,861","$2,803,304"
Western Australia,Shire of Kulin,Total Financial Assistance Grant (inc Early Payment),"$1,762,552","$2,001,508","$2,121,870","$2,178,893","$2,350,476","$2,628,642","$2,928,659"
Western Australia,Shire of Lake Grace,Total Early Payment,"$1,212,897","$1,272,223","$1,514,938","$1,506,330","$1,574,851","$2,522,868","$3,667,195"
Western Australia,Shire of Lake Grace,Total Financial Assistance Grant (inc Early Payment),"$2,348,204","$2,644,781","$2,842,721","$2,872,301","$3,101,912","$3,439,236","$3,835,457"
Western Australia,Shire of Laverton,Total Early Payment,"$1,215,032","$1,212,914","$1,213,761","$1,323,848","$1,311,019","$2,079,247","$3,237,454"
Western Australia,Shire of Laverton,Total Financial Assistance Grant (inc Early Payment),"$2,343,310","$2,519,781","$2,481,095","$2,678,088","$2,674,938","$3,046,024","$3,368,659"
Western Australia,Shire of Leonora,Total Early Payment,"$645,993","$652,354","$659,157","$663,582","$677,786","$960,508","$1,387,393"
Western Australia,Shire of Leonora,Total Financial Assistance Grant (inc Early Payment),"$1,204,398","$1,243,361","$1,236,650","$1,245,861","$1,246,078","$1,305,105","$1,450,957"
Western Australia,Shire of Manjimup,Total Early Payment,"$2,128,166","$2,162,860","$2,241,358","$2,288,729","$2,315,993","$3,392,058","$4,972,597"
Western Australia,Shire of Manjimup,Total Financial Assistance Grant (inc Early Payment),"$4,165,911","$4,649,758","$4,494,832","$4,342,826","$4,829,042","$4,567,425","$5,190,846"
Western Australia,Shire of Meekatharra,Total Early Payment,"$1,901,529","$1,906,423","$1,899,679","$1,902,519","$1,961,555","$2,968,841","$4,780,581"
Western Australia,Shire of Meekatharra,Total Financial Assistance Grant (inc Early Payment),"$3,557,657","$3,659,285","$3,610,538","$3,637,084","$3,780,124","$4,475,190","$4,985,883"
Western Australia,Shire of Menzies,Total Early Payment,"$1,316,866","$1,307,695","$1,307,466","$1,171,118","$1,378,986","$1,673,789","$2,882,904"
Western Australia,Shire of Menzies,Total Financial Assistance Grant (inc Early Payment),"$2,562,494","$2,650,879","$2,504,889","$2,551,579","$2,581,431","$2,693,423","$3,007,045"
Western Australia,Shire of Merredin,Total Early Payment,"$1,223,125","$1,232,682","$1,229,418","$1,264,937","$1,266,838","$2,049,673","$3,008,057"
Western Australia,Shire of Merredin,Total Financial Assistance Grant (inc Early Payment),"$2,297,985","$2,363,413","$2,364,922","$2,381,485","$2,522,947","$2,821,257","$3,143,886"
Western Australia,Shire of Mingenew,Total Early Payment,"$309,762","$318,975","$330,005","$349,299","$344,437","$622,538","$846,782"
Western Australia,Shire of Mingenew,Total Financial Assistance Grant (inc Early Payment),"$1,086,222","$614,525","$635,845","$645,092","$719,744","$1,327,548","$885,604"
Western Australia,Shire of Moora,Total Early Payment,"$804,571","$826,075","$860,239","$909,245","$885,549","$1,507,796","$2,122,816"
Western Australia,Shire of Moora,Total Financial Assistance Grant (inc Early Payment),"$1,530,129","$1,604,997","$1,665,283","$1,677,230","$1,800,648","$1,991,301","$2,220,359"
Western Australia,Shire of Morawa,Total Early Payment,"$820,472","$830,109","$860,819","$910,755","$889,041","$1,488,330","$2,154,711"
Western Australia,Shire of Morawa,Total Financial Assistance Grant (inc Early Payment),"$1,547,765","$1,623,365","$1,681,124","$1,695,518","$1,803,324","$2,020,865","$2,250,985"
Western Australia,Shire of Mount Magnet,Total Early Payment,"$861,926","$870,678","$906,241","$960,137","$933,245","$1,536,208","$2,281,259"
Western Australia,Shire of Mount Magnet,Total Financial Assistance Grant (inc Early Payment),"$1,640,478","$1,728,556","$1,794,531","$1,807,156","$1,897,821","$2,140,864","$2,380,581"
Western Australia,Shire of Mount Marshall,Total Early Payment,"$1,178,694","$1,203,859","$1,247,783","$1,328,743","$1,282,442","$2,154,586","$2,997,741"
Western Australia,Shire of Mount Marshall,Total Financial Assistance Grant (inc Early Payment),"$2,241,568","$2,349,988","$2,440,470","$2,457,545","$2,602,599","$2,816,813","$3,132,958"
Western Australia,Shire of Mukinbudin,Total Early Payment,"$864,017","$872,554","$870,161","$874,550","$900,514","$1,297,671","$1,927,705"
Western Australia,Shire of Mukinbudin,Total Financial Assistance Grant (inc Early Payment),"$1,630,808","$1,678,041","$1,658,874","$1,673,280","$1,694,569","$1,812,716","$2,014,034"
Western Australia,Shire of Mundaring,Total Early Payment,"$1,241,594","$1,221,161","$1,225,056","$1,218,325","$1,268,798","$2,065,283","$3,102,087"
Western Australia,Shire of Mundaring,Total Financial Assistance Grant (inc Early Payment),"$2,260,605","$2,329,945","$2,700,052","$2,318,083","$2,521,131","$2,903,462","$3,244,578"
Western Australia,Shire of Murchison,Total Early Payment,"$1,825,623","$1,847,046","$1,920,747","$2,025,484","$1,978,634","$3,182,910","$4,684,983"
Western Australia,Shire of Murchison,Total Financial Assistance Grant (inc Early Payment),"$3,467,369","$3,648,681","$3,778,368","$3,804,459","$3,961,704","$4,398,717","$4,892,001"
Western Australia,Shire of Murray,Total Early Payment,"$918,630","$932,402","$939,076","$939,288","$970,223","$1,524,176","$3,636,376"
Western Australia,Shire of Murray,Total Financial Assistance Grant (inc Early Payment),"$1,793,664","$1,777,569","$1,762,719","$2,059,617","$1,886,485","$3,996,095","$3,741,049"
Western Australia,Shire of Nannup,Total Early Payment,"$692,557","$696,411","$695,220","$696,817","$719,026","$1,094,952","$1,636,189"
Western Australia,Shire of Nannup,Total Financial Assistance Grant (inc Early Payment),"$1,297,875","$1,335,373","$1,319,283","$1,329,971","$1,387,537","$1,535,372","$1,710,094"
Western Australia,Shire of Narembeen,Total Early Payment,"$1,034,387","$1,050,480","$1,087,054","$1,127,136","$1,123,176","$1,760,391","$2,561,918"
Western Australia,Shire of Narembeen,Total Financial Assistance Grant (inc Early Payment),"$1,953,701","$2,045,601","$2,093,606","$2,112,028","$2,194,034","$2,404,987","$2,677,522"
Western Australia,Shire of Narrogin,Total Early Payment,"$1,190,315","$1,186,953","$1,180,018","$1,176,831","$1,221,416","$1,726,823","$2,511,233"
Western Australia,Shire of Narrogin,Total Financial Assistance Grant (inc Early Payment),"$2,225,885","$2,290,195","$2,253,040","$2,271,233","$2,680,430","$2,367,042","$2,623,210"
Western Australia,Shire of Ngaanyatjarraku,Total Early Payment,"$2,022,842","$1,993,455","$2,012,248","$1,987,983","$2,121,827","$3,137,820","$5,630,789"
Western Australia,Shire of Ngaanyatjarraku,Total Financial Assistance Grant (inc Early Payment),"$4,361,455","$4,454,457","$4,466,959","$4,511,113","$4,759,956","$5,293,565","$5,835,263"
Western Australia,Shire of Northam,Total Early Payment,"$1,755,905","$1,749,433","$1,738,569","$1,750,030","$1,796,213","$2,557,758","$3,743,047"
Western Australia,Shire of Northam,Total Financial Assistance Grant (inc Early Payment),"$3,285,310","$3,380,980","$3,338,564","$3,365,976","$3,380,720","$4,040,787","$3,908,780"
Western Australia,Shire of Northampton,Total Early Payment,"$797,188","$809,229","$839,685","$900,389","$903,939","$1,884,110","$2,494,171"
Western Australia,Shire of Northampton,Total Financial Assistance Grant (inc Early Payment),"$1,499,146","$1,570,123","$1,637,628","$1,687,290","$2,061,909","$2,337,535","$2,606,302"
Western Australia,Shire of Nungarin,Total Early Payment,"$637,719","$641,317","$664,038","$674,250","$686,520","$1,038,453","$1,555,631"
Western Australia,Shire of Nungarin,Total Financial Assistance Grant (inc Early Payment),"$1,203,868","$1,264,312","$1,281,219","$1,291,563","$1,330,686","$1,461,376","$1,623,861"
Western Australia,Shire of Peppermint Grove,Total Early Payment,"$28,017","$27,455","$30,559","$29,149","$31,628","$46,987","$70,458"
Western Australia,Shire of Peppermint Grove,Total Financial Assistance Grant (inc Early Payment),"$51,059","$55,627","$56,648","$57,099","$60,343","$66,157","$73,634"
Western Australia,Shire of Perenjori,Total Early Payment,"$990,415","$1,016,002","$1,057,706","$1,201,842","$1,069,837","$2,124,708","$2,809,805"
Western Australia,Shire of Perenjori,Total Financial Assistance Grant (inc Early Payment),"$1,886,121","$1,979,593","$2,122,225","$2,136,956","$2,362,310","$2,635,058","$2,934,363"
Western Australia,Shire of Pingelly,Total Early Payment,"$615,431","$622,424","$656,364","$687,744","$676,268","$1,113,596","$1,634,374"
Western Australia,Shire of Pingelly,Total Financial Assistance Grant (inc Early Payment),"$1,333,063","$1,232,375","$1,281,262","$1,290,013","$1,501,552","$1,533,118","$1,706,779"
Western Australia,Shire of Plantagenet,Total Early Payment,"$847,071","$873,871","$910,870","$983,938","$971,183","$1,935,102","$2,571,713"
Western Australia,Shire of Plantagenet,Total Financial Assistance Grant (inc Early Payment),"$1,612,343","$1,689,849","$1,774,923","$1,819,520","$2,148,767","$2,410,548","$2,689,232"
Western Australia,Shire of Quairading,Total Early Payment,"$881,642","$898,867","$934,366","$982,619","$962,315","$1,512,936","$2,204,510"
Western Australia,Shire of Quairading,Total Financial Assistance Grant (inc Early Payment),"$1,679,841","$1,764,888","$1,824,633","$1,837,365","$1,892,017","$2,070,491","$2,302,750"
Western Australia,Shire of Ravensthorpe,Total Early Payment,"$918,802","$944,378","$987,801","$1,041,273","$1,017,819","$1,697,099","$2,405,299"
Western Australia,Shire of Ravensthorpe,Total Financial Assistance Grant (inc Early Payment),"$1,755,589","$1,846,928","$1,918,509","$1,932,095","$2,254,048","$3,057,724","$2,514,481"
Western Australia,Shire of Sandstone,Total Early Payment,"$1,018,389","$1,022,435","$1,027,481","$1,100,918","$1,052,955","$1,688,038","$2,481,503"
Western Australia,Shire of Sandstone,Total Financial Assistance Grant (inc Early Payment),"$1,920,928","$1,989,118","$2,037,294","$2,051,222","$2,103,191","$2,330,650","$2,589,541"
Western Australia,Shire of Serpentine-Jarrahdale,Total Early Payment,"$1,334,613","$1,361,462","$1,360,085","$1,429,774","$1,391,236","$2,133,443","$2,993,663"
Western Australia,Shire of Serpentine-Jarrahdale,Total Financial Assistance Grant (inc Early Payment),"$2,533,431","$2,606,881","$2,630,077","$2,651,558","$2,680,529","$3,116,792","$3,128,369"
Western Australia,Shire of Shark Bay,Total Early Payment,"$986,341","$1,003,940","$996,843","$1,006,420","$1,025,688","$1,510,335","$2,277,506"
Western Australia,Shire of Shark Bay,Total Financial Assistance Grant (inc Early Payment),"$1,884,821","$1,938,492","$1,915,736","$1,928,683","$1,960,973","$2,139,938","$2,378,490"
Western Australia,Shire of Tammin,Total Early Payment,"$549,944","$546,562","$544,696","$541,819","$562,990","$850,942","$1,303,949"
Western Australia,Shire of Tammin,Total Financial Assistance Grant (inc Early Payment),"$1,023,474","$1,053,998","$1,037,066","$1,044,505","$1,089,103","$1,223,156","$1,362,068"
Western Australia,Shire of Three Springs,Total Early Payment,"$504,479","$529,211","$694,453","$625,114","$723,587","$1,021,293","$1,551,818"
Western Australia,Shire of Three Springs,Total Financial Assistance Grant (inc Early Payment),"$982,859","$1,167,961","$1,253,900","$1,262,527","$1,387,375","$1,458,067","$1,621,735"
Western Australia,Shire of Toodyay,Total Early Payment,"$784,324","$789,286","$806,670","$788,071","$838,968","$1,159,180","$1,707,661"
Western Australia,Shire of Toodyay,Total Financial Assistance Grant (inc Early Payment),"$1,470,526","$1,940,649","$1,512,069","$1,824,166","$1,544,544","$1,607,867","$1,785,565"
Western Australia,Shire of Trayning,Total Early Payment,"$783,207","$802,205","$840,951","$899,205","$866,040","$1,528,639","$2,183,425"
Western Australia,Shire of Trayning,Total Financial Assistance Grant (inc Early Payment),"$1,502,066","$1,585,305","$1,660,099","$1,672,040","$1,814,805","$2,047,821","$2,280,025"
Western Australia,Shire of Upper Gascoyne,Total Early Payment,"$1,862,905","$1,881,474","$1,978,450","$1,961,660","$2,077,514","$3,175,284","$5,139,630"
Western Australia,Shire of Upper Gascoyne,Total Financial Assistance Grant (inc Early Payment),"$3,632,291","$3,733,292","$3,972,681","$3,822,017","$4,054,953","$4,607,051","$5,354,139"
Western Australia,Shire of Victoria Plains,Total Early Payment,"$519,192","$541,869","$616,171","$605,099","$635,701","$975,715","$1,442,296"
Western Australia,Shire of Victoria Plains,Total Financial Assistance Grant (inc Early Payment),"$1,000,717","$1,099,016","$1,147,588","$1,155,802","$1,222,849","$1,353,072","$1,508,078"
Western Australia,Shire of Wagin,Total Early Payment,"$728,152","$730,704","$730,823","$749,258","$756,020","$1,222,029","$1,794,647"
Western Australia,Shire of Wagin,Total Financial Assistance Grant (inc Early Payment),"$1,362,625","$1,539,651","$1,403,859","$1,416,077","$1,505,066","$1,683,221","$1,875,152"
